;2000;2000;2000;2000;2001;2001;2001;2001;2002;2002;2002;2002;2003;2003;2003;2003;2004;2004;2004;2004;2005;2005;2005;2005;2006;2006;2006;2006;2007;2007;2007;2007;2008;2008;2008;2008;2009;2009;2009;2009;2010;2010;2010;2010;2011;2011;2011;2011;2012;2012;2012;2012;2013;2013;2013;2013;2014;2014;2014;2014;2015;2015;2015;2015;2016;2016;2016;2016;2017;2017;2017;2017;2018;2018;2018;2018;2019;2019;2019;2019;2020;2020;2020;2020;2021;2021;2021;2021;2022;2022;2022;2022;2023;2023;2023;2023
Podaż pieniądza M3 (stan w końcu okresu);269788,1;291886,9;289140,2;300757,3;309465,8;315025,5;327153,5;329704,7;321319,3;325076,4;324176,7;326124,9;325677,6;331497,6;335817,5;345144,8;345881;356641,3;360297,6;377534,5;391189,6;404867,3;414133,8;427125,4;433718,5;454377,1;469492,1;495309,5;511981,7;521382,1;537327,3;561623,8;581823,2;606583,1;630463,7;666231,3;683678,5;693693,4;691267,9;720232,5;721504,9;742764,2;752866,4;783648,5;801199;797345,2;829472,9;881496,3;874495,8;884720,9;892680;921411,7;932005,5;946586,4;947227,6;978908,2;980377,3;996171,2;1021824,2;1059015,3;1066042,2;1077727,5;1106539,7;1154992,6;1162603;1200886;1210101,4;1265675,2;1253372,8;1261178,1;1275942,4;1324368,6;1325795,6;1352491,9;1376164,8;1446093,4;1457187,1;1478217,7;1506171,3;1565639,8;1628423,4;1746224,8;1762175,6;1822727,7;1862487,8;1876000,6;1914199,2;1984816,2;2009566,3;1998843,5;2062092,8;2091255,5;2140215,9;2157333,8;2233889,8;2268269,3
