﻿Wskaźnik;1995;1995;1995;1995;1996;1996;1996;1996;1997;1997;1997;1997;1998;1998;1998;1998;1999;1999;1999;1999;2000;2000;2000;2000;2001;2001;2001;2001;2002;2002;2002;2002;2003;2003;2003;2003;2004;2004;2004;2004;2005;2005;2005;2005;2006;2006;2006;2006;2007;2007;2007;2007;2008;2008;2008;2008;2009;2009;2009;2009;2010;2010;2010;2010;2011;2011;2011;2011;2012;2012;2012;2012;2013;2013;2013;2013;2014;2014;2014;2014;2015;2015;2015;2015;2016;2016;2016;2016;2017;2017;2017;2017;2018;2018;2018;2018;2019;2019;2019;2019;2020;2020;2020;2020;2021;2021;2021;2021;2022;2022;2022;2022;2023;2023;2023;2023
Produkt krajowy brutto (ceny bieżące);.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;189879,4;198461,7;200992,1;222880,7;194803,2;207707,9;208842,8;235798,2;214304,7;226018,2;228868,4;263900,2;230098,9;242441,2;244647,8;273342,5;244896,2;256604,7;264324,1;303606,4;272905,4;285685,6;290508,5;338408,6;302030,8;311056,7;314013,4;358469,8;321110,2;330450;337326,1;383138,2;328151,3;347247,3;354441,3;404528,4;355127,7;374546;383444,5;440522,6;374631,4;394901,6;398273;444932,7;374894,1;395913,4;400482,1;458836,4;394621,4;413397,8;420936,7;471596,4;412279,3;433578,7;440997,2;511615,4;428321,4;448549,5;453478,9;522855,1;459118,2;478551,6;489383,7;555740,5;489978,7;510710;527438,7;598379,1;527507,6;554322,7;568393,2;638268,3;559518,6;529052,1;589122,6;659978,3;595751,8;621312,1;666402,2;747836;685984;726089,3;781809,6;873611,9;799909,5;816722,9;845413,6;934223,1
