;2000;2000;2000;2000;2001;2001;2001;2001;2002;2002;2002;2002;2003;2003;2003;2003;2004;2004;2004;2004;2005;2005;2005;2005;2006;2006;2006;2006;2007;2007;2007;2007;2008;2008;2008;2008;2009;2009;2009;2009;2010;2010;2010;2010;2011;2011;2011;2011;2012;2012;2012;2012;2013;2013;2013;2013;2014;2014;2014;2014;2015;2015;2015;2015;2016;2016;2016;2016;2017;2017;2017;2017;2018;2018;2018;2018;2019;2019;2019;2019;2020;2020;2020;2020;2021;2021;2021;2021;2022;2022;2022;2022;2023;2023;2023;2023
Przeciętne miesięczne wynagrodzenie nominalne brutto w gospodarce narodowej;1868,65;1869,78;1905,76;2051,74;2043,55;2006,92;2047,29;2152,99;2155,54;2061,95;2095,81;2225,41;2228,68;2141,01;2160,02;2276,84;2332,17;2230,53;2269,93;2405,46;2415,45;2318,53;2347,24;2528,62;2530,18;2427,27;2464,66;2662,51;2709,14;2644,34;2703,41;2899,83;2983,98;2951,36;2968,55;3096,55;3185,61;3081,48;3113,86;3243,6;3316,38;3197,85;3203,08;3438,21;3466,33;3366,11;3416;3586,75;3646,09;3496,82;3510,22;3690,3;3740,05;3612,51;3651,72;3823,32;3895,31;3739,97;3781,14;3942,67;4054,89;3854,88;3895,33;4066,95;4181,49;4019,08;4055,04;4218,92;4353,55;4220,69;4255,59;4516,69;4622,84;4521,08;4580,2;4863,74;4950,94;4839,24;4931,59;5198,58;5331,47;5024,48;5168,93;5457,98;5681,56;5504,52;5657,3;5995,09;6235,22;6156,25;6480,67;6733,49;7124,26;7005,76;7194,95;7540,36
Przeciętna miesięczna nominalna emerytura i renta brutto z pozarolniczego systemu ubezpieczeń społecznych;849,89;863,9;892,49;895,8;900,14;940,07;1021,47;1026,01;1029,94;1034,89;1043,85;1048,71;1064,73;1095,32;1100,59;1109,07;1123,51;1139,93;1144,4;1155,84;1160,1;1168,89;1174,21;1179,75;1213,1;1271,13;1276,45;1282,41;1288,27;1296,74;1302,28;1307,92;1346,76;1433,44;1444,07;1449,48;1486,37;1557,11;1559,94;1566,94;1595,29;1652,07;1657,92;1666,61;1690,48;1735,03;1738,45;1745,33;1775,07;1832,96;1834,59;1841,31;1877,38;1930,18;1934,81;1942,82;1959,26;2003,18;2000,01;2002,18;2020,29;2050,57;2058,43;2067,69;2074,88;2083,89;2090,18;2096,41;2109,47;2129,56;2138,83;2173,72;2183,64;2225,02;2236,01;2242,57;2273,6;2336,77;2348,53;2352,44;2393,39;2457,7;2480,83;2487,98;2569,42;2618,17;2643,2;2662,25;2744,06;2885,87;2913,6;2934,62;3118,14;3430,28;3447,66;3459,69
